Time,Tier,Annotation
10057,Laughter@CHI,L
10057,Arousal@CHI,high
10057,ReactionReason@CHI,Violation of event schema
10058,Gaze@CHI,mom
10058,Facial@MOT,neutral
10058,Gaze@MOT,child
10058,Action@MOT,putting the ball in mouth
10058,Laughter@CHI,L
10058,Arousal@CHI,high
10058,ReactionReason@CHI,Violation of event schema
10059,Gaze@CHI,mom
10059,Facial@MOT,widely opened eyes
10059,Gaze@MOT,child
10059,Action@MOT,putting the ball in mouth
10059,Laughter@CHI,L
10059,Arousal@CHI,high
10059,ReactionReason@CHI,Violation of event schema
10060,Gaze@CHI,mom
10060,Facial@MOT,widely opened eyes
10060,Gaze@MOT,child
10060,Action@MOT,holding the ball in mouth
10060,Laughter@CHI,L
10060,Arousal@CHI,high
10060,ReactionReason@CHI,Violation of event schema
10061,Gaze@CHI,mom
10061,Facial@MOT,widely opened eyes
10061,Gaze@MOT,child
10061,Action@MOT,holding the ball in mouth
10061,Laughter@CHI,L
10061,Arousal@CHI,high
10061,ReactionReason@CHI,Violation of event schema
10062,Gaze@CHI,mom
10062,Facial@MOT,widely opened eyes
10062,Gaze@MOT,child
10062,Action@MOT,holding the ball in mouth
10062,Laughter@CHI,L
10062,Arousal@CHI,high
10062,ReactionReason@CHI,Violation of event schema
10063,Gaze@CHI,mom
10063,Facial@MOT,widely opened eyes
10063,Gaze@MOT,child
10063,Action@MOT,holding the ball in mouth
10063,Laughter@CHI,L
10063,Arousal@CHI,high
10063,ReactionReason@CHI,Violation of event schema
10064,Gaze@CHI,mom
10064,Facial@MOT,widely opened eyes
10064,Gaze@MOT,child
10064,Action@MOT,holding the ball in mouth
10064,Laughter@CHI,L
10064,Arousal@CHI,high
10064,ReactionReason@CHI,Violation of event schema
10065,Gaze@CHI,mom
10065,Facial@MOT,widely opened eyes
10065,Gaze@MOT,child
10065,Action@MOT,holding the ball in mouth
10065,Laughter@CHI,L
10065,Arousal@CHI,high
10065,ReactionReason@CHI,Violation of event schema
10066,Gaze@CHI,mom
10066,Facial@MOT,widely opened eyes
10066,Gaze@MOT,child
10066,Action@MOT,holding the ball in mouth
10066,Laughter@CHI,L
10066,Arousal@CHI,high
10066,ReactionReason@CHI,Violation of event schema
10067,Gaze@CHI,mom
10067,Facial@MOT,widely opened eyes
10067,Gaze@MOT,child
10067,Action@MOT,holding the ball in mouth
10067,Laughter@CHI,L
10067,Arousal@CHI,high
10067,ReactionReason@CHI,Violation of event schema
10068,Gaze@CHI,mom
10068,Facial@MOT,widely opened eyes
10068,Gaze@MOT,child
10068,Action@MOT,holding the ball in mouth
10068,Laughter@CHI,L
10068,Arousal@CHI,high
10068,ReactionReason@CHI,Violation of event schema
10069,Gaze@CHI,mom
10069,Facial@MOT,widely opened eyes
10069,Gaze@MOT,child
10069,Action@MOT,holding the ball in mouth
10069,Laughter@CHI,L
10069,Arousal@CHI,high
10069,ReactionReason@CHI,Violation of event schema
10070,Gaze@CHI,mom
10070,Facial@MOT,widely opened eyes
10070,Gaze@MOT,child
10070,Action@MOT,holding the ball in mouth
10070,Laughter@CHI,L
10070,Arousal@CHI,high
10070,ReactionReason@CHI,Violation of event schema
10071,Gaze@CHI,mom
10071,Facial@MOT,widely opened eyes
10071,Gaze@MOT,child
10071,Action@MOT,holding the ball in mouth
10071,Laughter@CHI,L
10071,Arousal@CHI,high
10071,ReactionReason@CHI,Violation of event schema
10072,Gaze@CHI,mom
10072,Facial@MOT,widely opened eyes
10072,Gaze@MOT,child
10072,Action@MOT,holding the ball in mouth
10072,Laughter@CHI,L
10072,Arousal@CHI,high
10072,ReactionReason@CHI,Violation of event schema
10073,Gaze@CHI,mom
10073,Facial@MOT,widely opened eyes
10073,Gaze@MOT,child
10073,Action@MOT,holding the ball in mouth
10073,Laughter@CHI,L
10073,Arousal@CHI,high
10073,ReactionReason@CHI,Violation of event schema
10074,Gaze@CHI,mom
10074,Facial@MOT,widely opened eyes
10074,Gaze@MOT,child
10074,Action@MOT,holding the ball in mouth
10074,Laughter@CHI,L
10074,Arousal@CHI,high
10074,ReactionReason@CHI,Violation of event schema
10075,Gaze@CHI,mom
10075,Facial@MOT,widely opened eyes
10075,Gaze@MOT,child
10075,Action@MOT,holding the ball in mouth
10075,Laughter@CHI,L
10075,Arousal@CHI,high
10075,ReactionReason@CHI,Violation of event schema
10076,Gaze@CHI,mom
10076,Facial@MOT,widely opened eyes
10076,Gaze@MOT,child
10076,Action@MOT,holding the ball in mouth
10076,Laughter@CHI,L
10076,Arousal@CHI,high
10076,ReactionReason@CHI,Violation of event schema
10077,Gaze@CHI,mom
10077,Facial@MOT,widely opened eyes
10077,Gaze@MOT,child
10077,Action@MOT,holding the ball in mouth
10077,Laughter@CHI,L
10077,Arousal@CHI,high
10077,ReactionReason@CHI,Violation of event schema
10078,Facial@MOT,widely opened eyes
10078,Gaze@MOT,child
10078,Action@MOT,holding the ball in mouth
10078,Laughter@CHI,L
10078,Arousal@CHI,high
10078,ReactionReason@CHI,Violation of event schema
10079,Facial@MOT,widely opened eyes
10079,Gaze@MOT,child
10079,Action@MOT,holding the ball in mouth
10079,Laughter@CHI,L
10079,Arousal@CHI,high
10079,ReactionReason@CHI,Violation of event schema
10080,Facial@MOT,widely opened eyes
10080,Gaze@MOT,child
10080,Action@MOT,holding the ball in mouth
10080,Laughter@CHI,L
10080,Arousal@CHI,high
10080,ReactionReason@CHI,Violation of event schema
10081,Facial@MOT,widely opened eyes
10081,Gaze@MOT,child
10081,Action@MOT,holding the ball in mouth
10081,Laughter@CHI,L
10081,Arousal@CHI,high
10081,ReactionReason@CHI,Violation of event schema
10082,Facial@MOT,widely opened eyes
10082,Gaze@MOT,child
10082,Action@MOT,holding the ball in mouth
10082,Laughter@CHI,L
10082,Arousal@CHI,high
10082,ReactionReason@CHI,Violation of event schema
10083,Facial@MOT,widely opened eyes
10083,Gaze@MOT,invisible
10083,Action@MOT,holding the ball in mouth
10083,Laughter@CHI,L
10083,Arousal@CHI,high
10083,ReactionReason@CHI,Violation of event schema
10084,Gaze@CHI,ball
10084,Facial@MOT,invisible
10084,Gaze@MOT,invisible
10084,Action@MOT,holding the ball in mouth
10084,Laughter@CHI,L
10084,Arousal@CHI,high
10084,ReactionReason@CHI,Violation of event schema
10085,Gaze@CHI,ball
10085,Facial@MOT,invisible
10085,Gaze@MOT,invisible
10085,Action@MOT,holding the ball in mouth
10085,Laughter@CHI,L
10085,Arousal@CHI,high
10085,ReactionReason@CHI,Violation of event schema
10086,Gaze@CHI,ball
10086,Facial@MOT,invisible
10086,Gaze@MOT,invisible
10086,Action@MOT,holding the ball in mouth
10086,Laughter@CHI,L
10086,Laughable@CHI,mom spits the ball out of the mouth
10086,Arousal@CHI,high
10086,ReactionReason@CHI,Violation of event schema
10087,Gaze@CHI,ball
10087,Facial@MOT,invisible
10087,Gaze@MOT,invisible
10087,Action@MOT,holding the ball in mouth
10087,Laughter@CHI,L
10087,Laughable@CHI,mom spits the ball out of the mouth
10087,Arousal@CHI,high
10087,ReactionReason@CHI,Violation of event schema
10088,Gaze@CHI,ball
10088,Facial@MOT,invisible
10088,Gaze@MOT,invisible
10088,Action@MOT,holding the ball in mouth
10088,Laughable@CHI,mom spits the ball out of the mouth
10089,Gaze@CHI,ball
10089,Facial@MOT,invisible
10089,Gaze@MOT,invisible
10089,Action@MOT,holding the ball in mouth
10089,Laughable@CHI,mom spits the ball out of the mouth
10090,Gaze@CHI,ball
10090,Facial@MOT,invisible
10090,Gaze@MOT,invisible
10090,Action@MOT,spitting out the ball
10090,Laughable@CHI,mom spits the ball out of the mouth
10091,Gaze@CHI,ball
10091,Facial@MOT,invisible
10091,Gaze@MOT,invisible
10091,Action@MOT,putting the ball in mouth
10092,Gaze@CHI,ball
10092,Facial@MOT,invisible
10092,Gaze@MOT,invisible
10092,Action@MOT,putting the ball in mouth
10092,Laughter@CHI,L
10092,Arousal@CHI,high
10092,ReactionReason@CHI,Violation of event schema
10093,Gaze@CHI,ball
10093,Facial@MOT,invisible
10093,Gaze@MOT,invisible
10093,Action@MOT,putting the ball in mouth
10093,Laughter@CHI,L
10093,Arousal@CHI,high
10093,ReactionReason@CHI,Violation of event schema
10094,Gaze@CHI,ball
10094,Facial@MOT,invisible
10094,Gaze@MOT,invisible
10094,Action@MOT,holding the ball in mouth
10094,Laughter@CHI,L
10094,Arousal@CHI,high
10094,ReactionReason@CHI,Violation of event schema
10095,Gaze@CHI,ball
10095,Facial@MOT,invisible
10095,Gaze@MOT,invisible
10095,Action@MOT,holding the ball in mouth
10095,Laughter@CHI,L
10095,Arousal@CHI,high
10095,ReactionReason@CHI,Violation of event schema
10096,Gaze@CHI,mom
10096,Facial@MOT,invisible
10096,Gaze@MOT,invisible
10096,Action@MOT,holding the ball in mouth
10096,Laughter@CHI,L
10096,Arousal@CHI,high
10096,ReactionReason@CHI,Violation of event schema
10097,Gaze@CHI,mom
10097,Facial@MOT,invisible
10097,Gaze@MOT,child
10097,Action@MOT,holding the ball in mouth
10097,Laughter@CHI,L
10097,Arousal@CHI,high
10097,ReactionReason@CHI,Violation of event schema
10098,Gaze@CHI,mom
10098,Facial@MOT,invisible
10098,Gaze@MOT,child
10098,Action@MOT,holding the ball in mouth
10098,Laughter@CHI,L
10098,Arousal@CHI,high
10098,ReactionReason@CHI,Violation of event schema
10099,Gaze@CHI,mom
10099,Facial@MOT,neutral
10099,Gaze@MOT,child
10099,Action@MOT,holding the ball in mouth
10099,Laughter@CHI,L
10099,Arousal@CHI,high
10099,ReactionReason@CHI,Violation of event schema
10100,Gaze@CHI,mom
10100,Facial@MOT,neutral
10100,Gaze@MOT,child
10100,Action@MOT,holding the ball in mouth
10100,Laughter@CHI,L
10100,Arousal@CHI,high
10100,ReactionReason@CHI,Violation of event schema
10101,Gaze@CHI,mom
10101,Facial@MOT,neutral
10101,Gaze@MOT,child
10101,Action@MOT,holding the ball in mouth
10101,Laughter@CHI,L
10101,Arousal@CHI,high
10101,ReactionReason@CHI,Violation of event schema
10102,Gaze@CHI,mom
10102,Facial@MOT,neutral
10102,Gaze@MOT,child
10102,Action@MOT,holding the ball in mouth
10102,Laughter@CHI,L
10102,Arousal@CHI,high
10102,ReactionReason@CHI,Violation of event schema
10103,Gaze@CHI,mom
10103,Facial@MOT,neutral
10103,Gaze@MOT,child
10103,Action@MOT,holding the ball in mouth
10103,Laughter@CHI,L
10103,Arousal@CHI,high
10103,ReactionReason@CHI,Violation of event schema
10104,Gaze@CHI,mom
10104,Facial@MOT,neutral
10104,Gaze@MOT,child
10104,Action@MOT,holding the ball in mouth
10104,Laughter@CHI,L
10104,Arousal@CHI,high
10104,ReactionReason@CHI,Violation of event schema
10105,Gaze@CHI,mom
10105,Facial@MOT,neutral
10105,Gaze@MOT,child
10105,Action@MOT,holding the ball in mouth
10105,Laughter@CHI,L
10105,Arousal@CHI,high
10105,ReactionReason@CHI,Violation of event schema
10106,Gaze@CHI,mom
10106,Facial@MOT,neutral
10106,Gaze@MOT,child
10106,Action@MOT,holding the ball in mouth
10106,Laughter@CHI,L
10106,Arousal@CHI,high
10106,ReactionReason@CHI,Violation of event schema
10107,Gaze@CHI,mom
10107,Facial@MOT,neutral
10107,Gaze@MOT,child
10107,Action@MOT,holding the ball in mouth
10107,Laughter@CHI,L
10107,Laughable@CHI,mom spits the ball out of the mouth
10107,Arousal@CHI,high
10107,ReactionReason@CHI,Violation of event schema
10108,Gaze@CHI,mom
10108,Facial@MOT,neutral
10108,Gaze@MOT,child
10108,Action@MOT,holding the ball in mouth
10108,Laughter@CHI,L
10108,Laughable@CHI,mom spits the ball out of the mouth
10108,Arousal@CHI,high
10108,ReactionReason@CHI,Violation of event schema
10109,Gaze@CHI,mom
10109,Facial@MOT,neutral
10109,Gaze@MOT,child
10109,Action@MOT,spitting out the ball
10109,Laughter@CHI,L
10109,Arousal@CHI,high
10109,ReactionReason@CHI,Violation of event schema
10110,Gaze@CHI,mom
10110,Facial@MOT,neutral
10110,Gaze@MOT,child
10110,Action@MOT,putting the ball in mouth
10110,Laughter@CHI,L
10110,Arousal@CHI,high
10110,ReactionReason@CHI,Violation of event schema
10111,Gaze@CHI,mom
10111,Facial@MOT,neutral
10111,Gaze@MOT,invisible
10111,Action@MOT,putting the ball in mouth
10111,ReactionReason@CHI,Violation of event schema
10112,Gaze@CHI,ball
10112,Facial@MOT,neutral
10112,Gaze@MOT,invisible
10112,Action@MOT,putting the ball in mouth
10112,Laughter@CHI,L
10112,Laughable@CHI,mom spits the ball out of the mouth many times
10112,Arousal@CHI,high
10112,ReactionReason@CHI,Violation of event schema
10113,Gaze@CHI,ball
10113,Facial@MOT,neutral
10113,Gaze@MOT,invisible
10113,Action@MOT,holding the ball in mouth
10113,Laughter@CHI,L
10113,Laughable@CHI,mom spits the ball out of the mouth many times
10113,Arousal@CHI,high
10113,ReactionReason@CHI,Violation of event schema
10114,Gaze@CHI,ball
10114,Facial@MOT,neutral
10114,Gaze@MOT,invisible
10114,Action@MOT,holding the ball in mouth
10114,Laughter@CHI,L
10114,Laughable@CHI,mom spits the ball out of the mouth many times
10114,Arousal@CHI,high
10114,ReactionReason@CHI,Violation of event schema
10115,Gaze@CHI,ball
10115,Facial@MOT,neutral
10115,Gaze@MOT,invisible
10115,Action@MOT,holding the ball in mouth
10115,Laughter@CHI,L
10115,Laughable@CHI,mom spits the ball out of the mouth many times
10115,Arousal@CHI,high
10115,ReactionReason@CHI,Violation of event schema
10116,Gaze@CHI,ball
10116,Facial@MOT,neutral
10116,Gaze@MOT,invisible
10116,Action@MOT,holding the ball in mouth
10116,Laughter@CHI,L
10116,Laughable@CHI,mom spits the ball out of the mouth many times
10116,Arousal@CHI,high
10116,ReactionReason@CHI,Violation of event schema
10117,Gaze@CHI,mom
10117,Facial@MOT,neutral
10117,Gaze@MOT,child
10117,Action@MOT,holding the ball in mouth
10117,Laughter@CHI,L
10117,Laughable@CHI,mom spits the ball out of the mouth many times
10117,Arousal@CHI,high
10117,ReactionReason@CHI,Violation of event schema
10118,Gaze@CHI,mom
10118,Facial@MOT,neutral
10118,Gaze@MOT,child
10118,Action@MOT,holding the ball in mouth
10118,Laughter@CHI,L
10118,Laughable@CHI,mom spits the ball out of the mouth many times
10118,Arousal@CHI,high
10118,ReactionReason@CHI,Violation of event schema
10119,Gaze@CHI,mom
10119,Facial@MOT,neutral
10119,Gaze@MOT,child
10119,Action@MOT,holding the ball in mouth
10119,Laughter@CHI,L
10119,Laughable@CHI,mom spits the ball out of the mouth many times
10119,Arousal@CHI,high
10119,ReactionReason@CHI,Violation of event schema
10120,Gaze@CHI,mom
10120,Facial@MOT,neutral
10120,Gaze@MOT,child
10120,Action@MOT,holding the ball in mouth
10120,Laughter@CHI,L
10120,Laughable@CHI,mom spits the ball out of the mouth many times
10120,Arousal@CHI,high
10120,ReactionReason@CHI,Violation of event schema
10121,Gaze@CHI,mom
10121,Facial@MOT,neutral
10121,Gaze@MOT,child
10121,Action@MOT,spitting out the ball
10121,Laughter@CHI,L
10121,Laughable@CHI,mom spits the ball out of the mouth many times
10121,Arousal@CHI,high
10121,ReactionReason@CHI,Violation of event schema
10122,Gaze@CHI,mom
10122,Facial@MOT,neutral
10122,Gaze@MOT,child
10122,Action@MOT,spitting out the ball
10122,Laughter@CHI,L
10122,Laughable@CHI,mom spits the ball out of the mouth many times
10122,Arousal@CHI,high
10122,ReactionReason@CHI,Violation of event schema
10123,Gaze@CHI,mom
10123,Facial@MOT,neutral
10123,Gaze@MOT,child
10123,Action@MOT,putting the ball in mouth
10123,Laughter@CHI,L
10123,Laughable@CHI,mom spits the ball out of the mouth many times
10123,Arousal@CHI,high
10123,ReactionReason@CHI,Violation of event schema
10124,Gaze@CHI,mom
10124,Facial@MOT,neutral
10124,Gaze@MOT,child
10124,Action@MOT,putting the ball in mouth
10124,Laughter@CHI,L
10124,Laughable@CHI,mom spits the ball out of the mouth many times
10124,Arousal@CHI,high
10124,ReactionReason@CHI,Violation of event schema
10125,Gaze@CHI,mom
10125,Facial@MOT,neutral
10125,Gaze@MOT,child
10125,Action@MOT,putting the ball in mouth
10125,Laughter@CHI,L
10125,Laughable@CHI,mom spits the ball out of the mouth many times
10125,Arousal@CHI,high
10125,ReactionReason@CHI,Violation of event schema
10126,Gaze@CHI,mom
10126,Facial@MOT,neutral
10126,Gaze@MOT,toys
10126,Action@MOT,putting the ball in mouth
10126,Laughter@CHI,L
10126,Laughable@CHI,mom spits the ball out of the mouth many times
10126,Arousal@CHI,high
10126,ReactionReason@CHI,Violation of event schema
10127,Gaze@CHI,mom
10127,Facial@MOT,neutral
10127,Gaze@MOT,toys
10127,Action@MOT,holding the ball in mouth
10127,Laughter@CHI,L
10127,Laughable@CHI,mom spits the ball out of the mouth many times
10127,Arousal@CHI,high
10127,ReactionReason@CHI,Violation of event schema
10128,Gaze@CHI,mom
10128,Facial@MOT,neutral
10128,Gaze@MOT,invisible
10128,Action@MOT,holding the ball in mouth
10128,Laughter@CHI,L
10128,Laughable@CHI,mom spits the ball out of the mouth many times
10128,Arousal@CHI,high
10128,ReactionReason@CHI,Violation of event schema
10129,Gaze@CHI,mom
10129,Facial@MOT,neutral
10129,Gaze@MOT,invisible
10129,Action@MOT,holding the ball in mouth
10129,Laughter@CHI,L
10129,Laughable@CHI,mom spits the ball out of the mouth many times
10129,Arousal@CHI,high
10129,ReactionReason@CHI,Violation of event schema
10130,Gaze@CHI,mom
10130,Facial@MOT,neutral
10130,Gaze@MOT,invisible
10130,Action@MOT,holding the ball in mouth
10130,Laughter@CHI,L
10130,Laughable@CHI,mom spits the ball out of the mouth many times
10130,Arousal@CHI,high
10130,ReactionReason@CHI,Violation of event schema
10131,Gaze@CHI,mom
10131,Facial@MOT,neutral
10131,Gaze@MOT,invisible
10131,Action@MOT,holding the ball in mouth
10131,Laughter@CHI,L
10131,Laughable@CHI,mom spits the ball out of the mouth many times
10131,Arousal@CHI,high
10131,ReactionReason@CHI,Violation of event schema
10132,Gaze@CHI,ball
10132,Facial@MOT,neutral
10132,Gaze@MOT,invisible
10132,Action@MOT,holding the ball in mouth
10132,Laughter@CHI,L
10132,Laughable@CHI,mom spits the ball out of the mouth many times
10132,Arousal@CHI,high
10132,ReactionReason@CHI,Violation of event schema
10133,Gaze@CHI,ball
10133,Facial@MOT,neutral
10133,Gaze@MOT,invisible
10133,Action@MOT,spitting out the ball
10133,Laughter@CHI,L
10133,Laughable@CHI,mom spits the ball out of the mouth many times
10133,Arousal@CHI,high
10133,ReactionReason@CHI,Violation of event schema
10134,Gaze@CHI,ball
10134,Facial@MOT,neutral
10134,Gaze@MOT,invisible
10134,Action@MOT,spitting out the ball
10134,Laughter@CHI,L
10134,Laughable@CHI,mom spits the ball out of the mouth many times
10134,Arousal@CHI,high
10134,ReactionReason@CHI,Violation of event schema
10135,Gaze@CHI,ball
10135,Facial@MOT,neutral
10135,Gaze@MOT,invisible
10135,Action@MOT,putting the ball in mouth
10135,Laughter@CHI,L
10135,Laughable@CHI,mom spits the ball out of the mouth many times
10135,Arousal@CHI,high
10135,ReactionReason@CHI,Violation of event schema
10136,Gaze@CHI,ball
10136,Facial@MOT,neutral
10136,Gaze@MOT,invisible
10136,Action@MOT,putting the ball in mouth
10136,Laughter@CHI,L
10136,Laughable@CHI,mom spits the ball out of the mouth many times
10136,Arousal@CHI,high
10136,ReactionReason@CHI,Violation of event schema
10137,Gaze@CHI,ball
10137,Facial@MOT,neutral
10137,Gaze@MOT,invisible
10137,Action@MOT,putting the ball in mouth
10137,Laughter@CHI,L
10137,Laughable@CHI,mom spits the ball out of the mouth many times
10137,Arousal@CHI,high
10137,ReactionReason@CHI,Violation of event schema
10138,Gaze@CHI,ball
10138,Facial@MOT,neutral
10138,Gaze@MOT,invisible
10138,Action@MOT,putting the ball in mouth
10138,Laughter@CHI,L
10138,Laughable@CHI,mom spits the ball out of the mouth many times
10138,Arousal@CHI,high
10138,ReactionReason@CHI,Violation of event schema
10139,Gaze@CHI,ball
10139,Facial@MOT,neutral
10139,Gaze@MOT,invisible
10139,Action@MOT,putting the ball in mouth
10139,Laughter@CHI,L
10139,Laughable@CHI,mom spits the ball out of the mouth many times
10139,Arousal@CHI,high
10139,ReactionReason@CHI,Violation of event schema
10140,Facial@MOT,neutral
10140,Gaze@MOT,invisible
10140,Action@MOT,holding the ball in mouth
10140,Laughter@CHI,L
10140,Laughable@CHI,mom spits the ball out of the mouth many times
10140,Arousal@CHI,high
10140,ReactionReason@CHI,Violation of event schema
10141,Gaze@CHI,mom
10141,Facial@MOT,neutral
10141,Gaze@MOT,child
10141,Action@MOT,holding the ball in mouth
10141,Laughter@CHI,L
10141,Laughable@CHI,mom spits the ball out of the mouth many times
10141,Arousal@CHI,high
10141,ReactionReason@CHI,Violation of event schema
10142,Gaze@CHI,mom
10142,Facial@MOT,neutral
10142,Gaze@MOT,child
10142,Action@MOT,holding the ball in mouth
10142,Laughter@CHI,L
10142,Laughable@CHI,mom spits the ball out of the mouth many times
10142,Arousal@CHI,high
10142,ReactionReason@CHI,Violation of event schema
10143,Gaze@CHI,mom
10143,Facial@MOT,neutral
10143,Gaze@MOT,child
10143,Action@MOT,spitting out the ball
10143,Laughter@CHI,L
10143,Laughable@CHI,mom spits the ball out of the mouth many times
10143,Arousal@CHI,high
10143,ReactionReason@CHI,Violation of event schema
10144,Gaze@CHI,mom
10144,Facial@MOT,neutral
10144,Gaze@MOT,child
10144,Action@MOT,spitting out the ball
10144,Laughter@CHI,L
10144,Laughable@CHI,mom spits the ball out of the mouth many times
10144,Arousal@CHI,high
10144,ReactionReason@CHI,Violation of event schema
10145,Gaze@CHI,ball
10145,Facial@MOT,neutral
10145,Gaze@MOT,invisible
10145,Action@MOT,spitting out the ball
10145,Laughter@CHI,L
10145,Laughable@CHI,mom spits the ball out of the mouth many times
10145,Arousal@CHI,high
10145,ReactionReason@CHI,Violation of event schema
10146,Gaze@CHI,ball
10146,Facial@MOT,neutral
10146,Gaze@MOT,invisible
10146,Action@MOT,spitting out the ball
10146,Laughter@CHI,L
10146,Laughable@CHI,mom spits the ball out of the mouth many times
10146,Arousal@CHI,high
10146,ReactionReason@CHI,Violation of event schema
10147,Gaze@CHI,ball
10147,Facial@MOT,neutral
10147,Gaze@MOT,invisible
10147,Action@MOT,putting the ball in mouth
10147,Laughter@CHI,L
10147,Laughable@CHI,mom spits the ball out of the mouth many times
10147,Arousal@CHI,high
10147,ReactionReason@CHI,Violation of event schema
10148,Gaze@CHI,ball
10148,Facial@MOT,neutral
10148,Gaze@MOT,invisible
10148,Action@MOT,putting the ball in mouth
10148,Laughter@CHI,L
10148,Laughable@CHI,mom spits the ball out of the mouth many times
10148,Arousal@CHI,high
10148,ReactionReason@CHI,Violation of event schema
10149,Gaze@CHI,ball
10149,Facial@MOT,neutral
10149,Gaze@MOT,invisible
10149,Action@MOT,putting the ball in mouth
10149,Laughter@CHI,L
10149,Laughable@CHI,mom spits the ball out of the mouth many times
10149,Arousal@CHI,high
10149,ReactionReason@CHI,Violation of event schema
10150,Gaze@CHI,ball
10150,Facial@MOT,neutral
10150,Gaze@MOT,invisible
10150,Action@MOT,putting the ball in mouth
10150,Laughter@CHI,L
10150,Laughable@CHI,mom spits the ball out of the mouth many times
10150,Arousal@CHI,high
10150,ReactionReason@CHI,Violation of event schema
10151,Gaze@CHI,ball
10151,Facial@MOT,neutral
10151,Gaze@MOT,invisible
10151,Action@MOT,putting the ball in mouth
10151,ReactionReason@CHI,Violation of event schema
10152,Gaze@CHI,ball
10152,Facial@MOT,neutral
10152,Gaze@MOT,invisible
10152,Action@MOT,putting the ball in mouth
10152,ReactionReason@CHI,Violation of event schema
10153,Gaze@CHI,ball
10153,Facial@MOT,neutral
10153,Gaze@MOT,invisible
10153,Action@MOT,putting the ball in mouth
10153,Laughable@CHI,mom spits the ball out of the mouth
10153,ReactionReason@CHI,Violation of event schema
10154,Gaze@CHI,ball
10154,Facial@MOT,neutral
10154,Gaze@MOT,invisible
10154,Action@MOT,holding the ball in mouth
10154,Laughable@CHI,mom spits the ball out of the mouth
10154,ReactionReason@CHI,Violation of event schema
10155,Gaze@CHI,ball
10155,Facial@MOT,neutral
10155,Gaze@MOT,invisible
10155,Action@MOT,spitting out the ball
10155,ReactionReason@CHI,Violation of event schema
10156,Gaze@CHI,ball
10156,Facial@MOT,neutral
10156,Gaze@MOT,invisible
10156,Action@MOT,spitting out the ball
10156,ReactionReason@CHI,Violation of event schema
10157,Gaze@CHI,ball
10157,Gaze@MOT,invisible
10157,Action@MOT,picking up the ball
10157,ReactionReason@CHI,Violation of event schema
10158,Gaze@CHI,ball
10158,Gaze@MOT,invisible
10158,Action@MOT,picking up the ball
10158,Laughter@CHI,L
10158,Laughable@MOT,baby's exciting laugh
10158,Arousal@CHI,middle
10158,ReactionReason@CHI,Violation of event schema
10159,Gaze@CHI,ball
10159,Gaze@MOT,invisible
10159,Action@MOT,picking up the ball
10159,Laughter@CHI,L
10159,Laughable@MOT,baby's exciting laugh
10159,Arousal@CHI,middle
10159,ReactionReason@CHI,Violation of event schema
10160,Gaze@CHI,ball
10160,Gaze@MOT,invisible
10160,Action@MOT,picking up the ball
10160,Laughter@CHI,L
10160,Laughable@MOT,baby's exciting laugh
10160,Arousal@CHI,middle
10160,ReactionReason@CHI,Violation of event schema
10161,Gaze@CHI,mom
10161,Gaze@MOT,child
10161,Action@MOT,putting down the ball
10161,Laughter@CHI,L
10161,Laughable@MOT,baby's exciting laugh
10161,Arousal@CHI,middle
10161,ReactionReason@CHI,Violation of event schema
10162,Gaze@CHI,mom
10162,Facial@MOT,smile showing teeth
10162,Gaze@MOT,child
10162,Action@MOT,putting down the ball
10162,Laughter@CHI,L
10162,Laughable@MOT,baby's exciting laugh
10162,Laughter@MOT,L
10162,Arousal@CHI,middle
10162,ReactionReason@CHI,Violation of event schema
10163,Gaze@CHI,mom
10163,Facial@MOT,smile showing teeth
10163,Gaze@MOT,child
10163,Action@MOT,putting down the ball
10163,Laughter@CHI,L
10163,Laughable@MOT,baby's exciting laugh
10163,Laughter@MOT,L
10163,Arousal@CHI,middle
10163,ReactionReason@CHI,Violation of event schema
10164,Gaze@CHI,mom
10164,Facial@MOT,smile showing teeth
10164,Gaze@MOT,child
10164,Laughter@CHI,L
10164,Laughable@MOT,baby's exciting laugh
10164,Laughter@MOT,L
10164,Arousal@CHI,middle
10164,ReactionReason@CHI,Violation of event schema
10165,Gaze@CHI,mom
10165,Facial@MOT,smile showing teeth
10165,Gaze@MOT,child
10165,Action@MOT,clapping
10165,Laughter@CHI,L
10165,Laughable@MOT,baby's exciting laugh
10165,Laughter@MOT,L
10165,Arousal@CHI,middle
10165,ReactionReason@CHI,Violation of event schema
10166,Gaze@CHI,mom
10166,Facial@MOT,smile showing teeth
10166,Gaze@MOT,child
10166,Action@MOT,clapping
10166,Laughter@CHI,L
10166,Laughable@MOT,baby's exciting laugh
10166,Laughter@MOT,L
10166,Arousal@CHI,middle
10166,ReactionReason@CHI,Violation of event schema
10167,Gaze@CHI,mom
10167,Facial@MOT,smile showing teeth
10167,Gaze@MOT,child
10167,Action@MOT,clapping
10167,Laughter@CHI,L
10167,Laughable@MOT,baby's exciting laugh
10167,Laughter@MOT,L
10167,Arousal@CHI,middle
10167,ReactionReason@CHI,Violation of event schema
10168,Gaze@CHI,mom
10168,Facial@MOT,smile showing teeth
10168,Gaze@MOT,child
10168,Action@MOT,clapping
10168,Laughter@CHI,L
10168,Laughable@MOT,baby's exciting laugh
10168,Laughter@MOT,L
10168,Arousal@CHI,middle
10168,ReactionReason@CHI,Violation of event schema
10169,Gaze@CHI,mom
10169,Facial@MOT,smile showing teeth
10169,Gaze@MOT,child
10169,Action@MOT,clapping
