Time,Tier,Annotation
9393,Action@CHI,looking for the ball
9394,Gaze@CHI,floor
9394,Facial@MOT,invisible
9394,Utterance@MOT,I hope this is not the laugh before the cry.
9394,Prosody@MOT,flat
9394,Gaze@MOT,invisible
9394,Action@CHI,looking for the ball
9395,Gaze@CHI,floor
9395,Facial@MOT,invisible
9395,Utterance@MOT,I hope this is not the laugh before the cry.
9395,Prosody@MOT,flat
9395,Gaze@MOT,invisible
9395,Action@CHI,looking for the ball
9396,Gaze@CHI,floor
9396,Facial@MOT,invisible
9396,Utterance@MOT,I hope this is not the laugh before the cry.
9396,Prosody@MOT,flat
9396,Gaze@MOT,invisible
9396,Action@CHI,looking for the ball
9397,Gaze@CHI,floor
9397,Facial@MOT,invisible
9397,Utterance@MOT,I hope this is not the laugh before the cry.
9397,Prosody@MOT,flat
9397,Gaze@MOT,invisible
9397,Action@CHI,looking for the ball
9398,Gaze@CHI,floor
9398,Facial@MOT,invisible
9398,Utterance@MOT,I hope this is not the laugh before the cry.
9398,Prosody@MOT,flat
9398,Gaze@MOT,invisible
9398,Action@CHI,looking for the ball
9399,Gaze@CHI,floor
9399,Facial@MOT,invisible
9399,Utterance@MOT,I hope this is not the laugh before the cry.
9399,Prosody@MOT,flat
9399,Gaze@MOT,invisible
9399,Action@CHI,looking for the ball
9400,Gaze@CHI,floor
9400,Facial@MOT,invisible
9400,Utterance@MOT,I hope this is not the laugh before the cry.
9400,Prosody@MOT,flat
9400,Gaze@MOT,invisible
9400,Action@CHI,looking for the ball
9401,Gaze@CHI,floor
9401,Facial@MOT,invisible
9401,Utterance@MOT,I hope this is not the laugh before the cry.
9401,Prosody@MOT,flat
9401,Gaze@MOT,invisible
9401,Action@CHI,looking for the ball
9402,Gaze@CHI,floor
9402,Facial@MOT,invisible
9402,Utterance@MOT,I hope this is not the laugh before the cry.
9402,Prosody@MOT,flat
9402,Gaze@MOT,invisible
9402,Action@CHI,looking for the ball
9403,Gaze@CHI,floor
9403,Facial@MOT,invisible
9403,Utterance@MOT,I hope this is not the laugh before the cry.
9403,Prosody@MOT,flat
9403,Gaze@MOT,invisible
9403,Action@CHI,looking for the ball
9404,Gaze@CHI,floor
9404,Facial@MOT,invisible
9404,Utterance@MOT,I hope this is not the laugh before the cry.
9404,Prosody@MOT,flat
9404,Gaze@MOT,invisible
9404,Action@CHI,looking for the ball
9405,Gaze@CHI,floor
9405,Facial@MOT,invisible
9405,Utterance@MOT,I hope this is not the laugh before the cry.
9405,Prosody@MOT,flat
9405,Gaze@MOT,invisible
9405,Action@CHI,looking for the ball
9406,Gaze@CHI,floor
9406,Facial@MOT,invisible
9406,Utterance@MOT,I hope this is not the laugh before the cry.
9406,Prosody@MOT,flat
9406,Gaze@MOT,invisible
9406,Action@CHI,looking for the ball
9407,Gaze@CHI,floor
9407,Facial@MOT,invisible
9407,Utterance@MOT,I hope this is not the laugh before the cry.
9407,Prosody@MOT,flat
9407,Gaze@MOT,invisible
9407,Action@CHI,looking for the ball
9408,Gaze@CHI,floor
9408,Facial@MOT,invisible
9408,Utterance@MOT,I hope this is not the laugh before the cry.
9408,Prosody@MOT,flat
9408,Gaze@MOT,invisible
9408,Action@CHI,looking for the ball
9409,Gaze@CHI,floor
9409,Facial@MOT,invisible
9409,Utterance@MOT,I hope this is not the laugh before the cry.
9409,Prosody@MOT,flat
9409,Gaze@MOT,invisible
9409,Action@CHI,looking for the ball
9410,Gaze@CHI,floor
9410,Facial@MOT,invisible
9410,Utterance@MOT,I hope this is not the laugh before the cry.
9410,Prosody@MOT,flat
9410,Gaze@MOT,invisible
9410,Action@CHI,looking for the ball
9411,Gaze@CHI,floor
9411,Facial@MOT,invisible
9411,Utterance@MOT,I hope this is not the laugh before the cry.
9411,Prosody@MOT,flat
9411,Gaze@MOT,invisible
9411,Action@CHI,looking for the ball
9411,Laughter@MOT,L
9412,Gaze@CHI,floor
9412,Facial@MOT,invisible
9412,Utterance@MOT,I hope this is not the laugh before the cry.
9412,Prosody@MOT,flat
9412,Gaze@MOT,invisible
9412,Action@CHI,looking for the ball
9412,Laughter@MOT,L
9413,Gaze@CHI,floor
9413,Facial@MOT,invisible
9413,Gaze@MOT,invisible
9413,Action@CHI,looking for the ball
9413,Laughter@MOT,L
9414,Gaze@CHI,floor
9414,Facial@MOT,invisible
9414,Gaze@MOT,invisible
9414,Action@CHI,looking for the ball
9414,Laughter@MOT,L
9415,Gaze@CHI,floor
9415,Facial@MOT,invisible
9415,Gaze@MOT,invisible
9415,Action@CHI,looking for the ball
9415,Laughter@MOT,L
9416,Gaze@CHI,floor
9416,Gaze@MOT,invisible
9416,Action@CHI,looking for the ball
9416,Laughter@MOT,L
9417,Gaze@CHI,floor
9417,Gaze@MOT,invisible
9417,Action@CHI,looking for the ball
9417,Laughter@MOT,L
9418,Gaze@CHI,floor
9418,Gaze@MOT,invisible
9418,Action@CHI,looking for the ball
9418,Laughter@MOT,L
9419,Gaze@CHI,floor
9419,Gaze@MOT,invisible
9419,Action@CHI,looking for the ball
9419,Laughter@MOT,L
9420,Gaze@CHI,floor
9420,Gaze@MOT,invisible
9420,Action@CHI,looking for the ball
9420,Laughter@MOT,L
9421,Gaze@CHI,floor
9421,Gaze@MOT,invisible
9421,Action@CHI,looking for the ball
9421,Laughable@MOT,Dad also thinks baby's laughter sounds like crying
9422,Gaze@CHI,floor
9422,Gaze@MOT,invisible
9422,Action@CHI,looking for the ball
9422,Laughable@MOT,Dad also thinks baby's laughter sounds like crying
9423,Gaze@CHI,floor
9423,Gaze@MOT,invisible
9423,Action@CHI,looking for the ball
9423,Laughable@MOT,Dad also thinks baby's laughter sounds like crying
9424,Gaze@CHI,floor
9424,Gaze@MOT,invisible
9424,Action@CHI,looking for the ball
9424,Laughable@MOT,Dad also thinks baby's laughter sounds like crying
9425,Gaze@CHI,floor
9425,Gaze@MOT,invisible
9425,Action@CHI,looking for the ball
9425,Laughable@MOT,Dad also thinks baby's laughter sounds like crying
9426,Gaze@CHI,floor
9426,Gaze@MOT,invisible
9426,Action@CHI,looking for the ball
9426,Laughable@MOT,Dad also thinks baby's laughter sounds like crying
9427,Gaze@CHI,floor
9427,Gaze@MOT,invisible
9427,Action@CHI,looking for the ball
9427,Laughable@MOT,Dad also thinks baby's laughter sounds like crying
9428,Gaze@CHI,floor
9428,Gaze@MOT,invisible
9428,Action@CHI,looking for the ball
9428,Laughable@MOT,Dad also thinks baby's laughter sounds like crying
9429,Gaze@CHI,floor
9429,Gaze@MOT,invisible
9429,Action@CHI,looking for the ball
9429,Laughable@MOT,Dad also thinks baby's laughter sounds like crying
9430,Gaze@CHI,floor
9430,Gaze@MOT,invisible
9430,Action@CHI,looking for the ball
9430,Laughable@MOT,Dad also thinks baby's laughter sounds like crying
9431,Gaze@CHI,floor
9431,Utterance@MOT,She’s laughing so hard that she literally can’t even stay seated.
